TEST_ID,QUESTION,CATEGORY,GENERATED_CYPHER,EXEC_SUCCESS,ERROR,ACTUAL_RESULT,FORMATTED_ACTUAL_QUERY_RESULT
UU_19_2016_E2E_V3_092,Jelaskan wewenang penyidik PPNS di psl 43(1) uu ite 2016.,Pasal 43 ayat (1),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND toLower(a.label) CONTAINS 'pasal 43 ayat (1)' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) OPTIONAL MATCH (a)-[:BERLAKU_UNTUK]->(e:EntitasHukum) RETURN a.label AS ayat, a.content AS isi_ayat, COLLECT(DISTINCT ph.label) AS perbuatan_hukum_diatur, COLLECT(DISTINCT ph.content) AS detail_perbuatan_hukum, COLLECT(DISTINCT e.label) AS entitas_hukum_berlaku_untuk, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (1)"", ""isi_ayat"": ""Selain Penyidik Pejabat Polisi Negara Republik\nIndonesia, Pejabat Pegawai Negeri Sipit tertentu di\nlingkungan Pemerintah yang lingkup tugas dan\ntanggung jawabnya di bidang Teknologi Informasi\ndan Transaksi Elektronik diberi wewenang khusus\nsebagai penyidik sebagaimana dimaksud dalam\nUndang-Undang tentang Hukum Acara pidana\nuntuk melakukan penyidikan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik."", ""perbuatan_hukum_diatur"": [""diberi wewenang khusus sebagai penyidik untuk melakukan penyidikan tindak pidana di bidang Teknologi Informasi dan Transaksi Elektronik""], ""detail_perbuatan_hukum"": [], ""entitas_hukum_berlaku_untuk"": [""Penyidik Pegawai Negeri Sipil"", ""Penyidik Pejabat Polisi Negara Republik Indonesia""], ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (1)"",
    ""isi_ayat"": ""Selain Penyidik Pejabat Polisi Negara Republik\nIndonesia, Pejabat Pegawai Negeri Sipit tertentu di\nlingkungan Pemerintah yang lingkup tugas dan\ntanggung jawabnya di bidang Teknologi Informasi\ndan Transaksi Elektronik diberi wewenang khusus\nsebagai penyidik sebagaimana dimaksud dalam\nUndang-Undang tentang Hukum Acara pidana\nuntuk melakukan penyidikan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik."",
    ""perbuatan_hukum_diatur"": [
      ""diberi wewenang khusus sebagai penyidik untuk melakukan penyidikan tindak pidana di bidang Teknologi Informasi dan Transaksi Elektronik""
    ],
    ""detail_perbuatan_hukum"": [],
    ""entitas_hukum_berlaku_untuk"": [
      ""Penyidik Pegawai Negeri Sipil"",
      ""Penyidik Pejabat Polisi Negara Republik Indonesia""
    ],
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_093,Tolong uraikan isi pasal 43 ayat 1 uu no 19/2016 secara lengkap.,Pasal 43 ayat (1),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (1)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (1)"", ""isi"": ""Selain Penyidik Pejabat Polisi Negara Republik\nIndonesia, Pejabat Pegawai Negeri Sipit tertentu di\nlingkungan Pemerintah yang lingkup tugas dan\ntanggung jawabnya di bidang Teknologi Informasi\ndan Transaksi Elektronik diberi wewenang khusus\nsebagai penyidik sebagaimana dimaksud dalam\nUndang-Undang tentang Hukum Acara pidana\nuntuk melakukan penyidikan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (1)"",
    ""isi"": ""Selain Penyidik Pejabat Polisi Negara Republik\nIndonesia, Pejabat Pegawai Negeri Sipit tertentu di\nlingkungan Pemerintah yang lingkup tugas dan\ntanggung jawabnya di bidang Teknologi Informasi\ndan Transaksi Elektronik diberi wewenang khusus\nsebagai penyidik sebagaimana dimaksud dalam\nUndang-Undang tentang Hukum Acara pidana\nuntuk melakukan penyidikan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_094,Apa saja yang harus diperhatikan dalam penyidikan menurut pasal 43 ayat 2 uu 19 2016?,Pasal 43 ayat (2),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND toLower(a.label) = 'pasal 43 ayat (2)' AND toLower(a.content) CONTAINS 'penyidikan' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (2)"", ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (2)"",
    ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_095,Bagaimana kewajiban menjaga privasi saat penyidikan di psl 43(2) uu ite 2016?,Pasal 43 ayat (2),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (2)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (2)"", ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (2)"",
    ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_096,Bisa bantu jelaskan isi pasal 43 ayat 2 uu no 19/2016?,Pasal 43 ayat (2),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (2)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (2)"", ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (2)"",
    ""isi"": ""Penyidikan di bidang Teknologi Informasi dan\nTransaksi Elektronik sebagaimana dimaksud pada\nayat (1) dilakukan dengan memperhatikan\nperlindungan terhadap privasi, kerahasiaan,\nkelancaran layanan publik, dan integritas atau\nkeutuhan data sesuai dengan ketentuan peraturan\nperundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_097,Bagaimana aturan penggeledahan dan penyitaan sistem elektronik di pasal 43 ayat 3 uu 19 2016?,Pasal 43 ayat (3),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (3)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (3)"", ""isi"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (3)"",
    ""isi"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_098,Uraikan prosedur penggeledahan digital menurut psl 43(3) uu ite 2016.,Pasal 43 ayat (3),"MATCH (a:Ayat) WHERE toLower(a.label) CONTAINS 'pasal 43 ayat (3)' AND a.source_document_id = 'UU_19_2016' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum, ph.content AS isi_perbuatan_hukum, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (3)"", ""isi_ayat"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."", ""perbuatan_hukum"": ""melakukan penggeledahan dan/atau penyitaan terhadap sistem elektronik yang terkait dengan dugaan tindak pidana sesuai dengan ketentuan hukum acara pidana"", ""isi_perbuatan_hukum"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (3)"",
    ""isi_ayat"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."",
    ""perbuatan_hukum"": ""melakukan penggeledahan dan/atau penyitaan terhadap sistem elektronik yang terkait dengan dugaan tindak pidana sesuai dengan ketentuan hukum acara pidana"",
    ""isi_perbuatan_hukum"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_099,Apa isi dari pasal 43 ayat 3 undang-undang nomor 19 tahun 2016?,Pasal 43 ayat (3),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (3)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (3)"", ""isi"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (3)"",
    ""isi"": ""Penggeledahan dan/ atau penyitaan terhadap Sistem\nElektronik yang terkait dengan dugaan tindak\npidana di bidang Teknologi Informasi dan Transaksi\nElektronik dilakukan sesuai dengan ketentuan\nhukum acara pidana."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_100,Mengapa penyidik wajib menjaga kepentingan pelayanan umum saat penggeledahan di pasal 43 ayat 4 uu 19 2016?,Pasal 43 ayat (4),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 43 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (4)"", ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (4)"",
    ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_101,Jelaskan ketentuan psl 43(4) uu ite 2016 tentang pelayanan publik saat penyitaan.,Pasal 43 ayat (4),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (4)"", ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (4)"",
    ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_102,Mau nanya dong isi pasal 43 ayat 4 uu no 19/2016.,Pasal 43 ayat (4),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 43 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 43 ayat (4)"", ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (4)"",
    ""isi"": ""Dalam melakukan penggeledahan dan/atau\npenyitaan sebagaimana dimaksud pada ayat (3),\npenyidik wajib menjaga terpeliharanya kepentingan\npelayanan umum."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_103,Apa saja wewenang khusus PPNS di pasal 43 ayat 5 uu 19 2016?,Pasal 43 ayat (5),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND a.label CONTAINS 'Pasal 43 ayat (5)' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum, ph.content AS isi_perbuatan_hukum, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (5)"", ""isi_ayat"": ""Penyidik Pegawai Negeri Sipil sebagaimana\ndimaksud pada ayat (1) berwenang:\na. menerima laporan atau pengaduan dari\nseseorang tentang adanya tindak pidana di\nbidang. Teknologi Informasi dan Transaksi\nElektronik;\nb. memanggil setiap Orang atau pihak lainnya\nuntuk didengar dan diperiksa sebagai tersangka\natau saksi sehubungan dengan adanya dugaan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nc. melakukan pemeriksaan atas kebenaran\nlaporan atau keterangan berkenaan dengan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nd. melakukan pemeriksaan terhadap Orang\ndan/atau Badan Usaha yang patut diduga\nmelakukan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\ne. melakukan pemeriksaan terhadap alat\ndan/atau sarana yang berkaitan dengan\nkegiatan Teknologi Informasi yang diduga\ndigunakan untuk melakukan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik;\nf. melakukan penggeledahan terhadap tempat\ntertentu yang diduga digunakan sebagai tempat\nuntuk melakukan tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ng. melakukan penyegelan dan penyitaan terhadap\nalat dan/atau sarana kegiatan Teknologi\nInformasi yang diduga digunakan secara\nmenyimpang dari ketentuan peraturan\nperundang-undangan;\nh. membuat suatu data dan/atau Sistem\nElektronik yang terkait tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik\nagar tidak dapat diakses;\ni. meminta informasi yang terdapat di dalam\nSistem Elektronik atau informasi yang\ndihasilkan oleh Sistem Elektronik kepada\nPenyelenggara Sistem Elektronik yang terkait\ndengan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\nj. meminta bantuan ahli yang diperlukan dalam\npenyidikan terhadap tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ndan/atau\nk. mengadakan penghentian penyidikan tindak\npidana di bidang Teknologi Informasi dan\nTransaksi Elektronik sesuai dengan ketentuan\nhukum acara pidana."", ""perbuatan_hukum"": ""melakukan wewenang penyidikan PPNS yang meliputi menerima laporan, memanggil pihak, memeriksa sarana, meminta bantuan ahli, dan meminta informasi kepada PSE"", ""isi_perbuatan_hukum"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (5)"",
    ""isi_ayat"": ""Penyidik Pegawai Negeri Sipil sebagaimana\ndimaksud pada ayat (1) berwenang:\na. menerima laporan atau pengaduan dari\nseseorang tentang adanya tindak pidana di\nbidang. Teknologi Informasi dan Transaksi\nElektronik;\nb. memanggil setiap Orang atau pihak lainnya\nuntuk didengar dan diperiksa sebagai tersangka\natau saksi sehubungan dengan adanya dugaan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nc. melakukan pemeriksaan atas kebenaran\nlaporan atau keterangan berkenaan dengan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nd. melakukan pemeriksaan terhadap Orang\ndan/atau Badan Usaha yang patut diduga\nmelakukan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\ne. melakukan pemeriksaan terhadap alat\ndan/atau sarana yang berkaitan dengan\nkegiatan Teknologi Informasi yang diduga\ndigunakan untuk melakukan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik;\nf. melakukan penggeledahan terhadap tempat\ntertentu yang diduga digunakan sebagai tempat\nuntuk melakukan tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ng. melakukan penyegelan dan penyitaan terhadap\nalat dan/atau sarana kegiatan Teknologi\nInformasi yang diduga digunakan secara\nmenyimpang dari ketentuan peraturan\nperundang-undangan;\nh. membuat suatu data dan/atau Sistem\nElektronik yang terkait tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik\nagar tidak dapat diakses;\ni. meminta informasi yang terdapat di dalam\nSistem Elektronik atau informasi yang\ndihasilkan oleh Sistem Elektronik kepada\nPenyelenggara Sistem Elektronik yang terkait\ndengan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\nj. meminta bantuan ahli yang diperlukan dalam\npenyidikan terhadap tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ndan/atau\nk. mengadakan penghentian penyidikan tindak\npidana di bidang Teknologi Informasi dan\nTransaksi Elektronik sesuai dengan ketentuan\nhukum acara pidana."",
    ""perbuatan_hukum"": ""melakukan wewenang penyidikan PPNS yang meliputi menerima laporan, memanggil pihak, memeriksa sarana, meminta bantuan ahli, dan meminta informasi kepada PSE"",
    ""isi_perbuatan_hukum"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_104,Tolong paparkan wewenang PPNS sesuai psl 43(5) uu ite perubahan.,Pasal 43 ayat (5),,False,Empty or invalid Cypher generated,[],[]
UU_19_2016_E2E_V3_105,Bisa jelaskan daftar wewenang penyidik sipil di pasal 43 ayat 5 uu no 19/2016?,Pasal 43 ayat (5),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 43 ayat (5)' AND a.source_document_id = 'UU_19_2016' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum, ph.content AS detail_perbuatan_hukum, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 43 ayat (5)"", ""isi_ayat"": ""Penyidik Pegawai Negeri Sipil sebagaimana\ndimaksud pada ayat (1) berwenang:\na. menerima laporan atau pengaduan dari\nseseorang tentang adanya tindak pidana di\nbidang. Teknologi Informasi dan Transaksi\nElektronik;\nb. memanggil setiap Orang atau pihak lainnya\nuntuk didengar dan diperiksa sebagai tersangka\natau saksi sehubungan dengan adanya dugaan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nc. melakukan pemeriksaan atas kebenaran\nlaporan atau keterangan berkenaan dengan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nd. melakukan pemeriksaan terhadap Orang\ndan/atau Badan Usaha yang patut diduga\nmelakukan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\ne. melakukan pemeriksaan terhadap alat\ndan/atau sarana yang berkaitan dengan\nkegiatan Teknologi Informasi yang diduga\ndigunakan untuk melakukan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik;\nf. melakukan penggeledahan terhadap tempat\ntertentu yang diduga digunakan sebagai tempat\nuntuk melakukan tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ng. melakukan penyegelan dan penyitaan terhadap\nalat dan/atau sarana kegiatan Teknologi\nInformasi yang diduga digunakan secara\nmenyimpang dari ketentuan peraturan\nperundang-undangan;\nh. membuat suatu data dan/atau Sistem\nElektronik yang terkait tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik\nagar tidak dapat diakses;\ni. meminta informasi yang terdapat di dalam\nSistem Elektronik atau informasi yang\ndihasilkan oleh Sistem Elektronik kepada\nPenyelenggara Sistem Elektronik yang terkait\ndengan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\nj. meminta bantuan ahli yang diperlukan dalam\npenyidikan terhadap tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ndan/atau\nk. mengadakan penghentian penyidikan tindak\npidana di bidang Teknologi Informasi dan\nTransaksi Elektronik sesuai dengan ketentuan\nhukum acara pidana."", ""perbuatan_hukum"": ""melakukan wewenang penyidikan PPNS yang meliputi menerima laporan, memanggil pihak, memeriksa sarana, meminta bantuan ahli, dan meminta informasi kepada PSE"", ""detail_perbuatan_hukum"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 43 ayat (5)"",
    ""isi_ayat"": ""Penyidik Pegawai Negeri Sipil sebagaimana\ndimaksud pada ayat (1) berwenang:\na. menerima laporan atau pengaduan dari\nseseorang tentang adanya tindak pidana di\nbidang. Teknologi Informasi dan Transaksi\nElektronik;\nb. memanggil setiap Orang atau pihak lainnya\nuntuk didengar dan diperiksa sebagai tersangka\natau saksi sehubungan dengan adanya dugaan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nc. melakukan pemeriksaan atas kebenaran\nlaporan atau keterangan berkenaan dengan\ntindak pidana di bidang Teknologi Informasi\ndan Transaksi Elektronik;\nd. melakukan pemeriksaan terhadap Orang\ndan/atau Badan Usaha yang patut diduga\nmelakukan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\ne. melakukan pemeriksaan terhadap alat\ndan/atau sarana yang berkaitan dengan\nkegiatan Teknologi Informasi yang diduga\ndigunakan untuk melakukan tindak pidana di\nbidang Teknologi Informasi dan Transaksi\nElektronik;\nf. melakukan penggeledahan terhadap tempat\ntertentu yang diduga digunakan sebagai tempat\nuntuk melakukan tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ng. melakukan penyegelan dan penyitaan terhadap\nalat dan/atau sarana kegiatan Teknologi\nInformasi yang diduga digunakan secara\nmenyimpang dari ketentuan peraturan\nperundang-undangan;\nh. membuat suatu data dan/atau Sistem\nElektronik yang terkait tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik\nagar tidak dapat diakses;\ni. meminta informasi yang terdapat di dalam\nSistem Elektronik atau informasi yang\ndihasilkan oleh Sistem Elektronik kepada\nPenyelenggara Sistem Elektronik yang terkait\ndengan tindak pidana di bidang Teknologi\nInformasi dan Transaksi Elektronik;\nj. meminta bantuan ahli yang diperlukan dalam\npenyidikan terhadap tindak pidana di bidang\nTeknologi Informasi dan Transaksi Elektronik;\ndan/atau\nk. mengadakan penghentian penyidikan tindak\npidana di bidang Teknologi Informasi dan\nTransaksi Elektronik sesuai dengan ketentuan\nhukum acara pidana."",
    ""perbuatan_hukum"": ""melakukan wewenang penyidikan PPNS yang meliputi menerima laporan, memanggil pihak, memeriksa sarana, meminta bantuan ahli, dan meminta informasi kepada PSE"",
    ""detail_perbuatan_hukum"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
